,Name,CMP,P/E,Mar Cap,Div Yld,NP Qtr,Qtr Profit Var,Sales Qtr,Qtr Sales Var,ROCE,PAT Ann,ROE,ROA
0,Reliance Industr,2381.85,29.19,1510441.67,0.29,13680.0,42.99,167611.0,50.68,8.19,44221.7,7.97,3.9
1,TCS,3584.5,36.27,1326694.03,1.06,9624.0,15.34,46867.0,16.77,48.9,33311.02,39.06,26.75
2,HDFC Bank,1525.7,24.68,844485.91,0.43,9096.19,18.09,33520.44,5.6,6.31,31800.08,16.47,1.88
3,Infosys,1711.65,34.52,720542.38,1.58,5421.0,11.89,29602.0,20.48,35.25,19297.22,27.22,19.44
4,Hind. Unilever,2321.6,64.5,545221.08,1.34,2181.0,7.3,13046.0,11.67,39.21,8171.57,29.23,18.39
5,H D F C,2817.5,24.5,510192.45,0.82,5258.01,14.31,38590.84,13.23,9.23,18740.06,13.25,2.63
6,ICICI Bank,734.65,23.99,509591.16,0.27,6091.84,24.77,23478.0,5.63,5.73,18388.67,13.11,1.38
7,Bajaj Finance,7103.15,86.13,428569.5,0.14,1480.99,53.49,7731.36,18.7,9.39,4424.77,12.78,2.63
8,St Bk of India,476.7,12.57,425390.52,0.84,8889.84,168.47,73029.13,4.26,4.53,21619.77,8.21,0.51
9,Kotak Mah. Bank,1937.15,38.45,383962.98,0.05,2988.74,1.43,8225.63,-1.05,6.49,9961.94,13.11,2.16
10,Wipro,632.4,28.62,346737.99,0.16,2930.7,18.86,19668.9,30.29,22.1,10796.4,19.59,13.29
11,HCL Technologies,1149.65,27.04,311962.79,1.91,3259.0,3.69,20655.0,11.08,25.7,10993.85,19.78,13.05
12,Avenue Super.,4660.65,219.58,301701.51,0.0,417.79,110.42,7788.94,46.79,12.71,1099.49,9.45,8.54
13,Asian Paints,3030.35,89.31,290699.2,0.59,595.96,-28.23,7096.01,32.63,34.81,3125.99,27.26,17.5
14,Bajaj Finserv,17109.0,64.45,272246.5,0.02,1122.13,13.77,18008.22,19.66,11.86,4473.6,13.33,2.78
15,ITC,220.65,19.05,271893.27,4.87,3713.76,10.26,13757.15,13.91,28.62,13201.98,21.02,17.77
16,Larsen & Toubro,1798.1,29.06,252717.56,1.0,1819.45,-78.61,34772.9,12.05,15.3,13972.08,19.26,5.05
17,Adani Green,1389.7,541.48,217437.81,0.0,100.0,460.72,1295.0,111.6,10.96,210.0,25.86,1.13
18,Maruti Suzuki,7186.6,51.7,217112.85,0.63,486.9,-65.7,20550.9,9.57,5.2,2239.73,4.4,3.32
19,Titan Company,2380.55,120.87,211278.34,0.17,639.0,265.14,7493.0,64.57,12.96,961.35,13.57,6.42
20,UltraTech Cem.,7299.4,33.04,210676.0,0.51,1313.53,-2.9,12016.78,15.69,15.13,5463.1,13.13,6.69
21,Axis Bank,687.0,21.06,210669.33,0.0,3387.7,84.45,16682.64,2.87,4.84,7195.5,7.58,0.75
22,Adani Transmissi,1892.45,155.73,208941.84,0.0,272.57,31.83,2541.44,17.87,11.96,1224.04,21.65,3.11
23,Nestle India,19344.25,83.31,186737.78,1.03,617.37,5.16,3882.57,9.62,139.29,2082.43,105.76,27.63
24,Adani Enterp.,1678.45,160.08,184519.14,0.06,212.41,-41.38,13218.02,44.83,8.69,1076.62,6.31,2.48
25,O N G C,145.9,5.33,183866.93,3.77,18055.01,273.93,122029.47,45.93,9.95,15736.92,7.39,3.94
26,Adani Total Gas,1628.4,305.23,180282.6,0.02,158.89,11.03,648.19,55.12,31.23,482.33,28.1,16.9
27,Sun Pharma.Inds.,743.7,28.61,178462.75,1.01,2047.01,32.6,9625.93,12.54,13.92,2903.82,6.33,8.26
28,JSW Steel,660.65,8.0,159718.52,0.98,7170.0,350.09,32503.0,68.72,15.53,7911.0,18.97,5.67
29,Tech Mahindra,1576.65,30.09,152947.51,0.95,1338.7,25.75,10881.3,16.11,23.01,4428.0,18.97,11.32
30,Adani Ports,744.7,27.98,151996.73,0.67,951.71,-7.97,3532.42,21.7,14.1,4997.04,17.7,7.41
31,Hindustan Zinc,353.6,17.05,149492.95,6.02,2017.0,3.97,6122.0,8.16,26.4,7718.88,21.26,16.65
32,Power Grid Corpn,205.8,10.36,143661.5,4.74,3376.38,9.02,10266.98,7.74,11.43,12591.95,18.71,4.91
33,HDFC Life Insur.,694.4,124.51,140441.08,0.29,275.91,-15.84,20547.95,24.4,17.69,1186.46,15.37,0.76
34,Tata Steel,1148.8,4.42,140249.96,2.18,11918.11,648.8,60282.78,54.81,12.65,7851.58,10.85,3.48
35,Vedanta,344.15,6.69,127908.27,5.38,4615.0,454.74,30401.0,44.03,19.69,12008.46,20.42,8.54
36,Divi's Lab.,4624.8,57.5,122824.13,0.43,606.46,16.72,1987.51,13.62,32.09,1986.75,23.93,20.59
37,NTPC,125.35,7.93,121498.85,4.91,3599.26,-9.12,32403.58,16.95,8.57,15399.93,12.59,4.06
38,SBI Life Insuran,1159.15,93.91,115980.64,0.22,246.62,-17.72,25635.71,37.53,15.39,1298.43,13.57,0.66
39,L & T Infotech,6556.4,54.43,114933.91,0.61,551.5,21.05,3767.0,25.63,37.0,1936.1,30.47,19.86
40,I O C L,120.6,4.42,113534.75,9.95,6203.74,2.95,133202.17,63.02,14.85,21636.92,20.88,6.35
41,Pidilite Inds.,2213.55,83.53,112386.47,0.38,374.65,5.11,2626.35,39.67,29.42,1131.21,22.51,14.78
42,Grasim Inds,1685.55,18.01,110913.79,0.3,1359.19,36.9,22564.22,25.71,11.15,4363.24,7.14,2.77
43,M & M,825.95,23.93,102869.18,1.06,1928.64,276.02,21469.8,11.67,8.54,1812.49,4.45,1.17
44,FSN E-Commerce,2153.9,1646.87,101859.14,0.0,1.17,-95.74,885.26,46.62,14.0,61.85,15.62,5.11
45,Dabur India,572.4,55.86,101183.19,0.83,504.35,4.71,2817.58,11.98,27.27,1692.89,23.73,16.8
46,Hindalco Inds.,442.5,10.26,99437.17,0.68,3417.0,916.95,47665.0,52.59,7.42,3324.14,5.33,1.86
47,DLF,391.2,58.74,96808.49,0.51,378.95,63.24,1480.9,-8.01,4.29,1093.6,3.13,2.11
48,Bajaj Auto,3286.45,15.66,94967.52,4.26,2039.86,36.27,8762.18,22.45,25.39,4853.46,19.84,16.15
49,SBI Cards,1000.5,91.15,94298.33,0.0,344.9,67.31,2576.24,6.67,10.01,984.64,16.92,3.76
50,Shree Cement,25746.55,35.42,92883.14,0.23,562.83,6.8,3373.38,2.82,19.14,2273.91,15.92,10.99
51,Coal India,150.65,6.73,92779.05,10.62,2936.91,-0.38,23291.08,10.11,46.07,12700.6,36.99,8.17
52,Godrej Consumer,899.3,50.81,91924.43,0.0,478.89,4.75,3163.65,8.53,19.74,1745.3,20.13,11.99
53,Havells India,1410.85,74.13,88371.64,0.46,302.39,-7.34,3238.04,31.65,29.2,1003.69,21.16,12.6
54,ICICI Pru Life,586.7,134.45,84321.71,0.34,445.62,47.33,23161.28,38.76,9.15,727.18,7.63,0.39
55,B P C L,387.8,6.83,84112.66,11.35,3200.9,29.51,76438.87,54.71,17.95,12633.92,27.85,8.68
56,Britannia Inds.,3474.2,52.54,83736.35,4.53,384.22,-22.87,3607.37,5.51,45.27,1863.9,46.89,23.38
57,Siemens,2210.3,72.19,78720.48,0.32,321.6,-2.6,4296.1,21.13,14.8,1090.4,10.99,6.45
58,Apollo Hospitals,5314.65,98.11,76401.37,0.06,247.81,311.17,3717.07,34.64,8.44,150.4,3.79,0.87
59,Dr Reddy's Labs,4520.7,38.31,75146.83,0.55,995.8,29.02,5786.9,17.84,15.39,1954.44,11.66,7.85
60,Ambuja Cements,372.75,22.29,74034.93,4.83,665.81,7.08,6647.13,7.74,18.29,2452.02,10.47,8.06
61,Mindtree,4450.2,52.92,73353.36,0.56,398.9,57.23,2586.2,34.28,36.1,1110.5,29.71,19.28
62,Info Edg.(India),5686.05,8.99,73200.71,0.14,7371.23,23908.88,364.07,39.54,3.67,117.13,3.06,2.53
63,Indus Towers,269.3,13.61,72345.63,7.47,1558.5,112.74,6876.5,289.29,19.36,3613.13,24.56,11.17
64,Tata Power Co.,226.45,46.32,72342.08,0.68,421.51,50.75,9810.22,18.34,7.36,662.16,3.41,0.9
65,IndusInd Bank,926.65,18.31,71748.62,0.54,1146.73,72.94,7650.36,6.59,5.99,2929.32,7.55,0.87
66,Cipla,889.25,27.7,71667.45,0.56,711.36,6.9,5519.8,9.56,17.58,2404.87,14.11,9.75
67,Berger Paints,736.2,84.86,71526.45,0.38,218.85,-0.95,2225.01,27.69,27.32,719.75,23.84,13.22
68,Tata Consumer,760.7,90.44,70102.44,0.53,268.04,2.23,3033.12,9.05,8.85,869.01,6.13,4.88
69,ICICI Lombard,1416.35,53.52,69582.52,0.56,446.67,7.44,3976.15,32.77,26.88,1473.04,21.71,3.86
70,Motherson Sumi,219.1,34.25,69190.34,0.68,216.86,-40.96,14076.39,-5.89,8.53,1068.15,8.97,3.48
71,Eicher Motors,2471.8,40.49,67573.44,0.69,373.2,8.7,2249.56,5.43,16.6,1347.96,12.59,9.98
72,Marico,522.6,56.03,67484.89,1.44,309.0,7.09,2419.0,21.62,43.99,1162.09,36.72,22.88
73,I R C T C,823.05,154.94,65868.66,0.12,158.57,5168.11,404.94,357.25,16.52,161.78,11.64,5.05
74,United Spirits,896.15,77.3,65162.23,0.0,291.8,125.5,2507.6,14.19,13.26,383.6,9.49,4.54
75,SRF,2088.85,41.75,61925.43,0.23,382.45,21.34,2838.97,35.14,18.01,1197.65,20.32,10.08
76,Piramal Enterp.,2584.65,48.49,61696.01,1.28,419.17,-9.86,3105.52,-5.95,10.59,1276.82,4.15,1.78
77,Bajaj Holdings,5393.2,14.99,60087.84,1.67,1131.57,29.75,147.01,26.69,11.56,3649.83,11.24,9.34
78,Muthoot Finance,1495.4,14.99,60021.81,1.34,1001.96,8.19,3052.16,8.19,15.57,3807.0,27.78,6.19
79,GAIL (India),132.55,6.26,58834.47,3.77,2883.3,159.34,21758.05,57.68,13.48,6133.52,11.97,7.85
80,Gland Pharma,3556.25,52.07,58181.49,0.0,302.12,38.04,1080.47,29.94,28.0,996.99,20.88,18.84
81,Mphasis,3047.0,43.18,57154.2,1.25,341.46,14.11,2869.23,17.81,25.2,1216.49,19.69,13.44
82,L&T Technology,5262.55,67.2,55562.91,0.42,230.0,38.97,1607.7,22.37,29.35,646.82,20.73,13.87
83,UPL,726.95,17.21,55546.16,1.38,634.0,11.93,10567.0,18.21,13.77,3017.64,15.02,5.36
84,HDFC AMC,2521.6,39.14,53818.19,1.35,344.38,1.87,542.33,18.87,39.93,1325.73,30.11,28.2
85,Torrent Pharma.,3074.6,41.08,52042.56,1.14,316.0,1.94,2137.0,5.95,17.57,1239.71,23.26,8.83
86,IDBI Bank,47.95,23.32,51501.23,0.0,588.54,76.94,4159.05,-11.42,4.45,1513.97,4.18,0.51
87,Bharat Electron,210.4,22.37,51327.65,1.9,624.46,56.5,3678.05,15.11,27.91,2098.1,19.86,7.8
88,JSW Energy,307.0,65.61,50553.12,0.65,339.24,-3.66,2087.46,7.68,8.87,776.49,5.94,3.14
89,Jubilant Food.,3792.35,119.37,50054.7,0.16,120.24,58.19,1116.19,36.73,16.29,231.67,17.98,6.63
90,Hero Motocorp,2461.8,16.96,49228.74,3.66,745.72,-22.2,8538.85,-9.86,24.18,2793.23,18.73,13.14
91,P & G Hygiene,15101.9,79.55,49020.09,1.09,218.29,-14.01,1058.3,4.84,93.78,653.15,69.78,37.74
92,Bosch,16296.95,34.3,48067.27,0.71,372.18,29.72,2917.97,17.7,13.79,972.78,10.2,6.93
93,Bank of Baroda,89.55,12.16,46309.55,0.0,2167.85,22.39,17540.89,-6.4,4.3,1288.58,1.63,0.11
94,Cholaman.Inv.&Fn,562.35,28.95,46151.62,0.36,610.51,40.46,2496.26,1.72,9.7,1521.19,17.09,2.19
95,Cadila Health.,449.2,9.34,45961.12,0.78,3002.3,549.52,3784.8,3.44,14.79,2295.8,19.65,9.95
96,Gujarat Gas,662.65,31.06,45633.52,0.3,249.13,-47.6,3614.52,43.83,33.96,1280.29,32.71,15.61
97,Bandhan Bank,278.5,,44850.11,0.36,-3008.6,-427.02,3180.89,-0.52,7.87,2204.63,13.52,2.13
98,S A I L,107.75,3.35,44506.41,3.71,4338.75,1398.81,26828.01,58.51,11.19,4133.65,9.51,3.35
99,Sona BLW Precis.,760.55,222.37,44434.07,0.0,58.73,,303.13,,17.59,199.82,16.96,12.0
100,Astral,2206.35,86.41,44317.95,0.08,141.2,62.86,1154.1,54.48,29.52,401.08,23.6,16.32
101,P I Industries,2902.75,55.64,44068.55,0.17,229.6,5.51,1354.2,16.97,22.08,738.22,18.54,13.15
102,A B B,2065.7,131.54,43925.71,0.24,119.92,48.53,1778.39,10.31,7.22,174.86,4.91,2.29
103,Page Industries,38916.5,98.55,43431.74,0.64,160.49,44.76,1084.01,46.43,48.23,340.96,40.0,21.23
104,Biocon,360.2,63.42,43305.81,0.0,138.3,9.49,1840.4,5.18,10.33,730.72,10.2,5.08
105,H P C L,304.05,4.61,43152.68,7.48,1918.89,-35.52,83118.19,60.36,19.41,10701.19,30.99,8.52
106,Hind.Aeronautics,1286.35,12.24,43047.61,2.33,846.76,37.64,5551.16,14.37,26.22,3239.46,22.61,6.02
107,NMDC,145.3,4.05,42566.81,6.2,2326.14,209.18,6793.51,204.66,29.59,6276.64,21.81,18.36
108,Punjab Natl.Bank,38.5,11.39,42392.41,0.0,1104.25,91.66,18335.49,-14.18,5.21,2561.97,3.28,0.25
109,ACC,2245.05,19.35,42201.05,0.62,450.19,23.73,3749.0,5.98,15.97,1549.73,12.79,8.77
110,Balkrishna Inds,2150.15,29.13,41555.34,0.79,391.03,14.69,2072.23,31.33,23.92,1163.33,21.14,15.54
111,Voltas,1254.45,70.22,41502.76,0.4,103.61,32.24,1689.08,4.75,15.07,524.66,11.32,6.29
112,Alkem Lab,3428.85,24.11,41074.14,0.87,544.26,15.29,2799.99,18.5,22.09,1555.19,22.98,14.79
113,United Breweries,1530.75,121.0,40501.39,0.03,80.38,2072.43,1427.01,58.57,5.23,117.51,3.31,2.07
114,Abbott India,18760.05,55.69,39970.41,0.64,192.33,6.42,1222.06,15.85,35.23,690.87,27.45,18.7
115,I O B,20.95,31.29,39600.55,0.0,376.41,154.09,4254.49,-2.48,4.71,830.02,5.02,0.31
116,Shriram Trans.,1463.55,16.25,39572.81,1.23,774.1,12.36,4697.86,8.05,10.26,2499.24,12.54,2.05
117,Aurobindo Pharma,673.35,7.56,39424.39,0.59,696.99,-13.72,5941.92,-8.35,18.46,5334.84,27.53,10.97
118,Lupin,866.15,,39349.4,0.75,-2098.04,-1094.24,4091.33,6.68,9.42,1177.45,8.94,4.93
119,Colgate-Palmoliv,1444.7,36.89,39302.02,2.63,269.17,-1.83,1352.42,5.21,92.0,1035.91,75.07,37.68
120,Adani Power,100.35,,38723.84,0.0,-230.6,-110.35,5183.66,-33.11,14.23,1280.84,,1.67
121,Container Corpn.,635.7,50.04,38677.54,0.79,253.72,37.43,1837.2,21.73,7.75,505.14,4.99,4.55
122,Tata Comm,1341.35,28.93,38272.9,1.04,425.38,-2.23,4174.02,-5.16,18.17,1271.3,,5.86
123,Canara Bank,209.15,8.45,37961.28,0.0,1314.41,181.81,17336.33,-3.38,5.35,2890.6,5.58,0.31
124,Varun Beverages,871.4,57.37,37740.9,0.29,240.14,56.92,2398.16,33.04,10.73,383.47,11.19,4.95
125,Jindal Steel,367.95,5.23,37539.4,0.0,2584.22,208.9,13611.71,67.04,15.81,4763.35,14.9,6.05
126,Tata Elxsi,5898.15,79.99,36723.85,0.41,125.33,58.89,595.33,38.39,40.03,365.35,29.92,23.53
127,Oracle Fin.Serv.,4171.8,19.31,35951.85,4.79,447.55,14.15,1280.97,6.98,36.7,1761.78,26.26,21.92
128,Honeywell Auto,40545.95,83.2,35829.59,0.21,85.2,-21.15,737.19,-2.96,25.54,460.03,19.34,12.42
129,AU Small Finance,1124.7,31.22,35273.24,0.0,278.51,-13.47,1404.75,15.86,8.99,1171.39,22.32,2.5
130,Max Healthcare,362.4,174.91,34974.3,0.0,73.25,424.34,449.95,59.6,3.55,64.04,1.45,1.2
131,Indraprastha Gas,498.65,24.01,34905.54,0.72,418.63,10.04,1831.19,40.27,23.96,1158.2,19.81,13.95
132,Polycab India,2330.7,42.69,34832.68,0.43,197.93,-10.26,3128.83,48.03,24.27,862.59,20.08,13.35
133,Aarti Industries,958.85,54.12,34760.51,0.23,176.11,25.58,1551.58,32.32,13.14,523.21,16.14,7.66
134,Dalmia BharatLtd,1857.1,27.9,34711.99,0.22,204.0,-10.31,2577.0,11.41,10.16,1209.65,10.44,5.72
135,NHPC Ltd,33.55,9.52,33701.1,4.77,1335.44,12.41,2940.63,1.42,9.21,3240.24,10.05,4.93
136,Petronet LNG,224.65,11.2,33697.5,1.56,817.61,-11.08,10813.08,73.4,28.62,2939.66,25.64,15.49
137,Zee Entertainmen,350.65,29.05,33689.95,0.71,270.16,187.19,1978.79,14.87,14.1,800.1,8.11,6.94
138,Max Financial,969.35,112.04,33497.55,0.0,39.63,-29.72,9325.4,32.84,21.59,425.47,15.5,0.65
139,Embassy Off.REIT,347.75,49.76,32971.24,0.0,196.08,-15.69,735.19,36.11,4.22,690.15,2.79,1.76
140,Bharat Forge,696.55,47.1,32418.8,0.29,271.19,903866.67,2385.62,73.36,3.23,220.66,4.15,1.8
141,Power Fin.Corpn.,122.65,2.48,32394.03,8.15,3748.22,15.36,19267.75,6.11,9.45,11750.65,21.33,2.14
142,Persistent Sys,4176.35,55.89,31949.4,0.48,161.75,58.59,1351.25,34.09,21.2,416.69,16.08,12.33
143,Tube Investments,1648.0,56.57,31829.74,0.21,168.48,69.77,3262.76,173.43,14.48,283.75,14.53,4.98
144,Union Bank (I),46.55,6.88,31780.24,0.0,1510.68,182.97,16851.21,-5.93,5.87,2863.4,5.81,0.35
145,TVS Motor Co.,666.25,37.47,31624.84,0.53,242.17,33.85,6483.42,23.39,11.1,601.94,16.94,2.99
146,Coforge,5208.5,60.19,31617.71,0.5,146.7,21.54,1569.4,36.03,25.72,469.59,19.31,13.95
147,Relaxo Footwear,1263.3,107.75,31450.6,0.2,68.69,-8.54,714.43,24.06,26.02,286.59,20.15,14.27
148,Oberoi Realty,864.75,34.14,31435.04,0.0,266.59,93.55,754.25,138.64,9.47,736.55,8.18,6.35
149,Kansai Nerolac,580.9,58.54,31269.15,0.56,92.01,-45.3,1619.64,17.09,17.73,529.74,13.56,9.92
150,Deepak Nitrite,2285.9,29.3,31168.4,0.2,254.34,49.44,1681.35,70.29,39.88,776.18,39.62,22.89
151,MRF,73608.9,25.8,31154.07,0.14,189.06,-53.99,4907.81,15.63,13.72,1279.84,9.99,6.09
152,Dixon Technolog.,5220.5,166.01,30986.43,0.02,62.64,19.63,2803.78,71.09,32.82,159.75,24.99,7.03
153,Glaxosmi. Pharma,1793.15,58.87,30359.99,1.67,204.24,77.43,1009.87,14.85,43.78,470.48,28.34,15.06
154,I R F C,23.2,5.48,30318.93,4.53,1501.48,50.9,4690.02,26.28,5.02,4416.15,13.34,1.35
155,IDFC First Bank,47.8,,29702.34,0.0,151.74,49.63,4100.59,4.48,6.24,437.4,2.64,0.28
156,Dr Lal Pathlabs,3557.25,73.37,29647.45,0.56,95.0,11.37,498.4,15.4,35.36,291.75,25.13,19.55
157,Supreme Inds.,2329.9,25.46,29573.53,0.94,228.71,30.73,1928.54,40.28,41.3,975.16,35.91,24.68
158,3M India,26204.25,139.75,29515.95,0.0,64.88,-8.43,776.89,19.92,9.32,148.19,6.9,5.32
159,Aditya Birla Cap,117.9,21.22,28498.9,0.0,376.9,42.58,5593.22,21.72,8.07,1126.54,8.56,0.93
160,Hatsun Agro,1305.15,106.25,28144.0,0.46,82.1,24.79,1635.42,23.24,19.16,248.11,25.76,8.51
161,Torrent Power,585.9,21.76,28103.6,1.88,367.35,82.91,3647.62,16.58,12.85,1282.1,13.26,5.46
162,Clean Science,2568.45,137.24,27256.26,0.0,53.52,-1.38,153.16,9.2,60.52,198.61,45.01,36.43
163,Crompton Gr. Con,431.8,41.35,27191.4,1.27,170.48,24.37,1384.81,15.56,35.61,604.74,35.71,19.17
164,Ruchi Soya Inds.,908.35,30.49,26821.06,0.0,164.27,29.61,5995.03,50.94,12.07,680.94,17.59,8.07
165,Laurus Labs,499.55,26.46,26803.31,0.4,201.9,-16.66,1203.48,5.68,39.6,984.03,45.16,20.72
166,REC Ltd,134.55,2.86,26562.52,9.45,2692.27,22.54,10048.02,14.05,9.29,8381.18,21.33,2.24
167,Atul,8912.25,39.03,26393.56,0.22,146.63,-15.9,1249.96,24.71,24.03,637.91,18.27,14.14
168,Cummins India,943.75,33.83,26156.51,1.59,221.03,27.64,1730.23,47.88,17.96,651.01,14.38,10.71
169,J K Cements,3361.2,33.34,25959.15,0.45,151.34,-31.75,1895.02,15.95,20.03,709.72,20.98,7.97
170,Sundaram Finance,2330.1,22.4,25928.52,0.77,259.04,-8.49,1293.19,-0.43,9.17,1160.31,16.11,2.67
171,Ipca Labs.,2011.5,25.95,25523.9,0.4,250.23,-6.31,1544.43,13.47,30.52,1134.05,27.27,20.05
172,Whirlpool India,2013.65,87.51,25509.17,0.25,78.49,-37.82,1607.1,0.48,17.44,334.67,12.46,7.12
173,Solar Industries,2766.95,73.64,25065.67,0.22,73.79,13.19,787.66,34.13,19.84,275.93,18.65,10.57
174,Trident,49.15,38.41,25046.62,0.73,234.59,121.96,1691.59,44.09,10.21,328.29,10.34,5.69
175,Schaeffler India,7995.65,43.08,24990.21,0.48,170.81,50.53,1487.58,32.74,13.21,290.96,9.54,7.46
176,Escorts,1851.6,27.62,24953.8,0.27,173.17,-23.67,1673.85,1.19,26.09,868.66,19.71,14.61
177,ICICI Securities,771.2,19.78,24895.51,2.79,351.24,26.28,856.37,25.81,37.0,1068.23,70.48,16.92
178,General Insuranc,140.55,9.61,24693.29,0.0,1348.15,490.26,13431.42,9.13,10.88,1991.59,7.06,1.53
179,Endurance Tech.,1750.1,38.64,24630.05,0.34,133.33,-20.24,1887.55,6.63,16.65,519.71,15.83,9.64
180,Minda Industries,861.15,67.46,24603.37,0.1,94.72,9.71,2113.99,29.51,12.01,205.28,9.97,4.27
181,New India Assura,143.8,23.6,23648.64,0.0,145.79,-74.2,9682.19,21.34,8.76,1642.45,6.97,1.94
182,Emami,529.9,42.11,23570.14,2.26,185.27,56.45,788.84,7.35,28.56,433.21,24.16,16.67
183,National Standar,11740.85,1182.36,23481.7,0.0,10.35,876.42,6.86,2882.61,5.83,7.98,3.87,3.61
184,Tata Chemicals,909.45,33.63,23163.98,1.1,221.16,223.84,3022.63,15.84,4.52,235.48,1.73,1.43
185,Oil India,213.3,4.9,23146.53,2.34,1151.63,18.24,7254.12,32.74,13.98,3814.23,16.27,7.98
186,Syngene Intl.,575.15,57.45,23059.91,0.0,66.5,9.37,609.5,17.89,13.93,378.54,15.16,8.38
187,Indian Energy Ex,254.95,86.27,22916.14,0.52,78.11,67.26,109.16,54.25,59.74,208.68,46.2,26.16
188,APL Apollo Tubes,915.6,43.2,22889.53,0.0,131.3,42.53,3083.93,40.05,27.78,360.19,23.61,12.23
189,Tanla Platforms,1675.25,52.16,22780.94,0.12,136.17,67.14,841.62,44.3,51.96,354.67,44.65,25.32
190,Nippon Life Ind.,364.95,29.32,22690.85,2.19,213.72,47.08,327.87,26.76,30.96,680.33,23.9,21.69
191,The Ramco Cement,959.15,20.25,22482.88,0.31,515.84,111.83,1503.11,18.74,14.59,783.44,14.6,7.26
192,Coromandel Inter,757.35,16.56,22308.67,1.58,519.31,-11.82,6147.53,33.32,31.95,1332.75,28.15,14.0
193,Rajesh Exports,755.55,22.92,22278.96,0.13,278.43,83.02,50897.02,10.52,7.43,845.54,7.77,3.12
194,CRISIL,3056.95,54.47,22182.42,1.08,112.86,25.08,570.96,17.73,37.45,349.47,28.14,17.94
195,Bank of India,53.95,8.85,22138.74,0.0,1073.03,97.44,9580.23,-11.72,4.37,2082.75,4.53,0.29
196,Pfizer,4838.0,37.84,22121.52,0.62,142.95,8.81,636.26,6.86,23.61,497.55,17.19,12.97
197,Indiamart Inter.,7145.0,71.3,21818.36,0.21,82.2,17.77,182.4,11.76,38.98,278.9,29.58,15.35
198,Bayer Crop Sci.,4726.75,50.65,21264.13,2.43,154.1,-31.39,1365.1,-1.19,31.05,485.96,18.97,12.04
199,LIC Housing Fin.,383.95,13.81,21122.46,2.21,250.64,-68.41,4717.65,-5.22,8.13,2740.71,14.1,1.21
200,Sun TV Network,531.2,12.35,20911.97,1.18,395.46,18.02,848.67,10.4,29.48,1460.66,22.86,20.22
201,Linde India,2450.75,80.55,20865.77,0.12,62.36,79.61,507.22,36.98,10.39,148.2,6.83,4.59
202,CG Power & Indu.,154.3,,20831.54,0.0,188.2,70.46,1453.79,118.98,3.88,793.2,,14.71
203,Thermax,1709.0,60.65,20707.82,0.41,87.92,99.91,1469.32,28.75,10.23,245.38,7.82,3.94
204,M & M Fin. Serv.,161.15,,19916.78,0.5,1099.78,208.69,2928.7,-3.51,7.59,670.76,4.84,0.81
205,SKF India,4019.95,46.05,19787.69,0.36,117.64,80.93,966.37,37.42,22.64,296.86,17.11,12.44
206,AAVAS Financiers,2485.1,60.31,19616.77,0.0,92.12,39.18,324.86,20.15,9.98,289.43,12.87,3.48
207,L&T Fin.Holdings,79.1,20.4,19568.62,0.0,224.03,-15.5,3051.82,-10.45,7.86,970.94,5.8,0.76
208,Godrej Industrie,572.55,48.4,19274.54,0.0,143.6,-4.06,3280.18,37.46,6.85,314.31,4.71,1.5
209,Mindspace Busine,323.97,47.2,19185.71,,120.1,91.85,424.4,52.88,6.48,307.02,3.77,3.01
210,Navin Fluo.Intl.,3859.35,78.77,19119.03,0.29,63.22,-6.77,338.96,6.28,22.43,245.76,16.14,13.94
211,Vinati Organics,1852.45,64.11,19060.12,0.32,81.36,31.14,374.1,70.48,23.8,269.34,19.08,16.96
212,Happiest Minds,1293.35,115.86,18863.71,0.23,44.48,30.52,250.43,36.97,34.49,161.93,39.87,22.89
213,Federal Bank,89.65,10.57,18833.42,0.78,485.72,53.98,3566.27,-1.54,5.59,1663.02,10.62,0.86
214,Grindwell Norton,1689.25,66.19,18711.97,0.56,72.0,11.99,512.67,16.77,23.34,239.18,18.74,12.78
215,Sumitomo Chemi.,367.95,49.63,18356.1,0.22,155.1,-1.92,909.9,0.8,32.27,339.74,24.83,14.31
216,Indian Bank,146.2,3.92,18227.21,1.37,1126.11,145.93,9476.1,-5.8,5.81,3149.57,10.12,0.67
217,Ajanta Pharma,2087.75,25.64,18093.75,0.46,195.94,15.11,884.8,23.59,31.95,655.44,23.43,18.67
218,Kajaria Ceramics,1125.25,44.22,17918.35,0.89,116.14,30.32,973.55,36.64,22.16,312.47,17.44,12.63
219,Sanofi India,7772.1,29.6,17876.91,1.61,529.8,22.14,754.5,9.89,31.57,508.23,22.28,16.49
220,Gillette India,5454.8,59.89,17789.25,0.66,81.93,-14.02,573.31,11.02,51.04,309.8,36.44,22.56
221,Natl. Aluminium,96.6,7.82,17751.7,3.62,747.8,597.12,3592.18,51.26,12.77,1299.41,12.58,8.88
222,Sundram Fasten.,847.05,33.77,17749.43,0.55,122.48,19.59,1242.26,39.68,16.98,355.61,16.38,9.6
223,Prestige Estates,440.75,44.86,17680.06,0.34,75.9,27.35,1344.5,-28.29,12.27,395.13,6.49,1.51
224,Phoenix Mills,1028.3,107.63,17673.2,0.1,59.48,265.64,371.31,72.77,4.22,52.61,1.22,0.46
225,Carborundum Uni.,927.05,48.53,17606.28,0.32,97.63,13.0,844.63,22.06,19.86,292.24,14.62,12.14
